file_id,blur_type,sigma
000229,defocus,0.021701205247079653
000230,motion,0.02387766167309002
000231,defocus,0.023401966924995864
000232,motion,0.02525840440112382
000233,defocus,0.023234610931968436
000234,motion,0.01376717863923617
000235,motion,0.0053115922382739374
000236,motion,0.01550342901360566
000237,motion,0.02548470884775684
000238,defocus,0.004513017511516112
000239,motion,0.007329317605057498
000240,motion,0.02335191587769725
000241,motion,0.018273272683334143
000242,motion,0.002918359333152889
000243,defocus,0.021151759199632057
000244,motion,0.0068045870170863245
000245,motion,0.002753403420054718
000246,motion,0.004631891723669629
000247,defocus,0.01153990653679733
000248,motion,0.013762199995260722
000249,defocus,0.0023078153649623233
000250,defocus,0.012030475916109142
000251,defocus,0.0229816085250317
000252,defocus,0.019919883821430923
000253,defocus,0.023935376768882518
000254,defocus,0.0172508297724758
000255,motion,0.00924796399245058
000256,motion,0.006367216559879178
000257,defocus,0.0035411534493389363
000258,motion,0.02328189726945907
000259,motion,0.001204326801609384
000260,motion,0.012428825147038811
000261,motion,0.011721438396067775
000262,defocus,0.018311830355023467
000263,defocus,0.0011256708654837494
000264,motion,0.012761033630163465
000265,defocus,0.017609746545211816
000266,defocus,0.01697581195346665
000267,defocus,0.017388871916588756
000268,defocus,0.019163479760241593
000269,motion,0.023186353888094823
000270,motion,0.006085174901346707
000271,motion,0.01739235986505032
000272,motion,0.023820985311186014
000273,defocus,0.023479354306008556
000274,motion,0.014962500227614136
000275,motion,0.021581988076426743
000276,motion,0.012096089348156485
000277,defocus,0.004238901848496923
000278,defocus,0.0003461136903171511
000279,defocus,0.002206143261207994
000280,defocus,0.02274186293571502
000281,motion,0.0032427014042161
000282,defocus,0.0172206678297184
000283,defocus,0.017633372351510673
000284,motion,0.014227319842268831
000285,defocus,0.012697104894632754
000286,motion,0.01545720080722062
000287,motion,0.0252358699310871
000288,motion,0.01787752859794869
000289,defocus,0.02111342090448572
000290,defocus,0.0009524573700002703
000291,motion,0.014567897898018838
000292,motion,0.020539375176340722
000293,defocus,0.0030822727028672866
000294,defocus,0.015071331324705305
000295,defocus,0.021124840621903992
000296,motion,0.02400707294791907
000297,motion,0.014235561253768538
000298,motion,0.025813515975404412
000299,defocus,0.013212333070161633
000300,defocus,0.017858614065660437
000301,defocus,0.016027250783380433
000302,defocus,0.019281306173809718
000303,defocus,0.009911758312927298
000304,defocus,0.025290687182948034
000305,motion,0.017991987877688943
000306,defocus,0.02072483061283056
000307,motion,0.006042584393763299
000308,motion,0.016511283202021176
000309,defocus,0.025290777663589822
000310,motion,0.004249425193251072
000311,defocus,0.00027858655771716877
000312,motion,0.0021116970095577028
000313,defocus,0.01556735960283599
000314,defocus,0.02632780212817656
000315,defocus,0.004846673690295218
000316,defocus,0.019260463860472303
000317,defocus,0.009409975866978856
000318,defocus,0.020235143370012906
000319,defocus,0.014287957188770168
000320,defocus,0.022034294538093014
000321,motion,0.016736230694646078
000322,motion,0.002229898349427863
000323,motion,0.025592766022217286
000324,motion,0.005399490980662144
000325,defocus,0.022728428495917576
000326,motion,0.017982758472139548
000327,motion,0.016438734667385907
000328,motion,0.01704167933466233
000329,motion,0.009728959649669104
000330,motion,0.01096399169606446
000331,defocus,0.0023319636179572915
000332,motion,0.008726621739500317
000333,defocus,0.0006001746455073672
000334,defocus,0.008233994433727137
000335,defocus,0.01995140626102576
000336,motion,0.0123077496278623
000337,defocus,0.02210592431367288
000338,motion,0.01776946906748658
000339,defocus,0.026422310436107335
000340,defocus,0.014060091044472579
000341,motion,0.008850939991358657
000342,motion,0.0006193608326085951
000343,motion,0.018752711088736482
000344,motion,0.007292600972467173
000345,defocus,0.0007045586953610058
000346,motion,0.007892862676821013
000347,defocus,0.025350325551846492
000348,defocus,0.013646950227447982
000349,motion,0.019630896088453302
000350,motion,0.006152386191365401
000351,motion,0.015838174937092
000352,motion,0.022043083288144624
000353,defocus,0.0015877346292053104
000354,motion,0.00011041380655530712
000355,defocus,0.01839127261003936
000356,defocus,0.00972243482000904
000357,defocus,0.02302552326106331
000358,motion,0.023750269734405704
000359,motion,0.006836508189410758
000360,defocus,0.021733961999055747
000361,defocus,0.00611287455990018
000362,motion,0.026283316085604923
000363,defocus,0.011368136089848144
000364,motion,0.026327545893413625
000365,motion,0.015744059328556995
000366,defocus,0.011883266205171364
000367,defocus,0.023951300970103513
000368,defocus,0.02282566477771544
000369,defocus,0.01980193386035863
000370,defocus,0.01907835166983809
000371,motion,0.015884610611922492
000372,defocus,0.010572264244796615
000373,motion,0.006945327730940215
000374,motion,0.025335572271911588
000375,defocus,0.019408457197691485
000376,motion,0.010959415190641758
000377,motion,0.014375498854375992
000378,motion,0.008245199896425344
000379,defocus,0.02348090432183463
000380,motion,0.006826261482968889
000381,defocus,0.02119604808567172
000382,defocus,0.007930373493487321
000383,motion,0.00524011675805604
000384,defocus,0.004189492556630148
000385,motion,0.026616330499694973
000386,defocus,0.004574699887957136
000387,motion,0.0020986190229586267
000388,defocus,0.020160316010120395
000389,defocus,0.0210425786522283
000390,motion,0.012869060096742137
000391,motion,0.01319827684006726
000392,motion,0.007195202639981503
000393,defocus,0.012281170033100272
000394,defocus,0.027124191844776192
000395,motion,0.018166924696741422
000396,defocus,0.011007239993876358
000397,motion,0.00845857082319403
000398,defocus,0.02625879738789662
000399,defocus,0.021244062230383304
000400,motion,0.013968348832428206
000401,motion,0.0036646512040824984
000402,motion,0.003469952123743076
000403,motion,0.0017954771591928397
000404,motion,0.022841323276380335
000405,motion,0.023702919538840368
000406,motion,0.010497829696836146
000407,motion,0.009109924763958952
000408,defocus,0.006658246119699463
000409,defocus,0.025550455361963983
000410,motion,0.027182499338187525
000411,motion,0.025344176053816513
000412,motion,0.003102619122607299
000413,defocus,0.010556204403599568
000414,defocus,0.007366281976121771
000415,motion,0.0024996494788618313
000416,motion,0.006449563165282918
000417,defocus,0.0036654444058023526
000418,motion,0.008302956659739418
000419,defocus,0.02149880411438841
000420,motion,0.011708827109561342
000421,motion,0.025699704749604854
000422,motion,0.008621477581147365
000423,defocus,0.0054350495000340055
000424,motion,0.013151485424248786
000425,defocus,0.023310022875010248
000426,defocus,0.0019509765076867504
000427,defocus,0.02501886234917628
000428,defocus,0.019592823934915304
000429,defocus,0.021391989020501923
000430,motion,0.009620846124017816
000431,motion,0.022439634525463614
000432,motion,0.010036387678782666
000433,defocus,0.009755704133053492
000434,defocus,0.02237548123391173
000435,motion,0.017406423187226325
000436,motion,0.025935467679933946
000437,motion,0.018292729209671687
000438,motion,0.015857733664040495
000439,motion,0.014565876713571773
000440,defocus,0.0026060855247709534
000441,defocus,0.0072279072211814165
000442,motion,0.0212506381096235
000443,motion,0.010046948982537959
000444,motion,0.006127459923421469
000445,defocus,0.004495930642215698
000446,defocus,0.014548251299986633
000447,motion,0.024110077541103662
000448,defocus,0.00612119913719711
000449,motion,0.002379766196886632
000450,motion,0.011870416035287549
000451,defocus,0.005605049711398105
000452,defocus,0.007207823083115752
000453,defocus,0.0255881906059804
000454,defocus,0.013482410302966867
000455,defocus,0.017346467110502552
000456,defocus,0.014615745336340977
000457,motion,0.012993546090756824
000458,motion,0.026775578617198703
000459,defocus,0.0057062266732452
000460,motion,0.022585597939605486
000461,motion,0.0013371800921663083
000462,motion,0.008179796245943989
000463,defocus,0.003917069303331969
000464,motion,0.014336326932040736
000465,motion,0.018415631540475198
000466,defocus,0.02533526249426255
000467,motion,0.025836990672663908
000468,defocus,0.026784054958581074
000469,motion,2.797961175328004e-05
000470,motion,0.012946316026388459
000471,defocus,0.005529690831650655
000472,defocus,0.023466891863874444
000473,defocus,0.006153034595097343
000474,motion,0.008408240659659057
000475,defocus,0.015416501416116694
000476,motion,0.005050834212169908
000477,defocus,0.022549030456473836
000478,defocus,0.010383718015636633
000479,defocus,0.009942314256224723
000480,defocus,0.022032795678713427
000481,motion,0.0005715153249539096
000482,defocus,0.016364746747996907
000483,motion,0.00935904026896032
000484,defocus,0.015563409901753651
000485,motion,0.00388790455583639
000486,motion,0.0057001233395440176
000487,defocus,0.011058435312963612
000488,motion,0.027410897442238187
000489,motion,0.012491476285620338
000490,defocus,0.02383684640664658
000491,defocus,0.017007813522433187
000492,defocus,0.02402677520251377
000493,motion,0.011077303070426711
000494,defocus,0.02506139383708535
000495,defocus,0.023078857324816775
000496,defocus,0.01632577892286409
000497,motion,0.022415623695529782
000498,defocus,0.01277186891011144
000499,defocus,0.019286887864899772
000500,defocus,0.0033675480422263723
000501,defocus,0.014527063066224812
000502,motion,0.02251176229927559
000503,motion,0.010977124195290422
000504,defocus,0.010451689137646079
000505,motion,0.021478142862154992
000506,motion,0.015760569831751163
000507,motion,0.02503349874466042
000508,motion,0.008147543377844941
000509,defocus,0.002826889752260185
000510,defocus,0.0224287770912377
000511,defocus,0.007938095267789963
000512,motion,0.019408672762900495
000513,defocus,0.0033245597458344727
000514,motion,0.008546820021685279
000515,defocus,0.000448929124612998
000516,defocus,0.010956511295963712
000517,defocus,0.0010973381865537473
000518,defocus,0.02135362803554504
000519,defocus,0.003035140180641925
000520,defocus,0.0036206781705516887
000521,motion,0.003580783536654877
000522,motion,0.005138651982024275
000523,defocus,0.011441028863783087
000524,motion,0.026538108026940215
000525,defocus,0.01944596072723432
000526,motion,0.02590273381770729
000527,defocus,0.004051677837032276
000528,motion,0.014704178189853036
000529,defocus,0.0012711582331166628
000530,defocus,0.025348231022600337
000531,defocus,0.010354289281993686
000532,motion,0.007683616264808283
000533,motion,0.005443014685988472
000534,defocus,0.007294679820601909
000535,motion,0.02039199364881512
000536,defocus,0.008491219154234581
000537,defocus,0.020453698311515126
000538,defocus,0.008454380681471911
000539,motion,0.013471061196599132
000540,motion,0.02223619906523457
000541,defocus,0.022540623685294494
000542,defocus,0.020278896678577536
000543,motion,0.024538521895209307
000544,motion,0.019595715607333856
000545,defocus,0.002769096205985482
000546,motion,0.011036602524376365
000547,defocus,0.01779080838458055
000548,defocus,0.002414349329679918
000549,motion,0.01884481669552997
000550,defocus,0.017795442839260166
000551,defocus,0.00967587473793278
000552,defocus,0.02333772081700099
000553,motion,0.0028303452949725565
000554,defocus,0.020427494271599473
000555,defocus,0.010288190564504513
000556,defocus,0.02540773023562078
000557,motion,0.020192230679599035
000558,defocus,0.004402841838111616
000559,defocus,0.0034649576620775623
000560,defocus,0.008061711498453673
000561,defocus,0.01190680678019076
000562,motion,0.018162481994955012
000563,motion,0.014844778904720284
000564,motion,0.0018007727917605204
000565,defocus,0.0201606355187275
000566,motion,0.02251550759968951
000567,motion,0.02381871418010768
000568,motion,0.0011802152801786599
000569,defocus,0.01363027989123547
000570,motion,0.0008101935828966969
000571,motion,0.008150366727517143
000572,defocus,0.0052970306797795325
000573,defocus,0.011847858950193257
000574,defocus,0.017162023495933643
000575,motion,0.0035399358723030684
000576,motion,0.022025644070503926
000577,motion,0.013287634411735652
000578,defocus,0.005457264829386321
000579,defocus,0.0019135162069372185
000580,defocus,0.023940130156384198
000581,motion,0.013679308624074066
000582,motion,0.017465267978435003
000583,defocus,0.004405538812535447
000584,defocus,0.0230535389956546
000585,motion,0.027110092502206418
000586,motion,0.013653821273744902
000587,motion,0.023223275607268556
000588,defocus,0.0034532880311262
000589,defocus,0.01633448482581265
000590,defocus,0.0017121536888201002
000591,defocus,0.021129648620047042
000592,defocus,0.0242422315182842
000593,motion,0.011136671983760373
000594,motion,0.020452442685717886
000595,defocus,0.01808537152871053
000596,defocus,0.022736210195685065
000597,defocus,0.003051802677061543
000598,defocus,0.012508147620757302
000599,defocus,0.01997325127703883
000600,motion,0.021216963972774183
000601,motion,0.024264967070342813
000602,defocus,0.00613232002881433
000603,motion,0.0052268464066185325
000604,defocus,0.0185105294166154
000605,defocus,0.021649139263321838
000606,defocus,0.019234934626521434
000607,motion,0.0018701380935510986
000608,motion,0.025094347674237318
000609,defocus,0.019822663973789394
000610,defocus,0.020698905249238047
000611,motion,0.01251566374897492
000612,defocus,0.001049633781299207
000613,defocus,0.009382047330233602
000614,defocus,0.011342091843879507
000615,defocus,0.015920576701634825
000616,motion,0.0027496035821546827
000617,motion,0.018185849257781356
000618,motion,0.01945662166063973
000619,motion,0.015070668321948732
000620,defocus,0.022420259250278813
000621,motion,0.005806637292644083
000622,defocus,0.0014442089799847006
000623,defocus,0.027316906119410757
000624,defocus,0.008829724155808186
000625,defocus,0.019424609260615157
000626,defocus,0.017579999807753568
000627,motion,0.008022283578320027
000628,motion,0.010669471153416828
000629,defocus,0.017012435375909615
000630,defocus,0.02566542580206654
000631,defocus,0.0006339452113492233
000632,motion,0.011253699264283873
000633,motion,0.010816570694999741
000634,defocus,0.02273283620595065
000635,defocus,0.014044439606978936
000636,defocus,0.00048265128333441535
000637,motion,0.016710499636024553
000638,motion,0.021304330429630196
000639,defocus,0.007217143551168335
000640,motion,0.00714461465344615
000641,defocus,0.010040978997006105
000642,motion,0.01967737475683641
000643,motion,0.0006444975060194231
000644,defocus,0.0041517210741406265
000645,motion,0.02685670805385959
000646,defocus,0.012479947998038527
000647,motion,0.019657004756343403
000648,defocus,0.008626684365927515
000649,motion,0.00254949477096366
000650,motion,0.01289191412759714
000651,defocus,0.014267769329432446
000652,defocus,0.02531414158086669
000653,defocus,0.025870688242368753
000654,defocus,0.014976074411322097
000655,motion,0.01951946395326513
000656,defocus,0.009518676630741147
000657,motion,0.0003547486951272657
000658,motion,0.01717455950376139
000659,motion,0.013382770868927349
000660,defocus,0.013567867832708979
000661,defocus,0.010769346045755253
000662,defocus,0.011206774735727298
000663,motion,0.009137716170202828
000664,motion,0.007554155022489796
000665,defocus,0.004437225308420499
000666,motion,0.015983632925357087
000667,defocus,0.008798456568183233
000668,motion,0.009624111539942288
000669,motion,0.009201452789531916
000670,defocus,0.023340673294871796
000671,motion,0.02347782952798222
000672,defocus,0.02116307201523373
000673,motion,0.0029283135575932425
000674,motion,0.01822976841430194
000675,defocus,0.026694626961873344
000676,motion,0.012209853597784452
000677,defocus,0.014598950446173164
000678,motion,0.010727745231003142
000679,defocus,0.01524930107014816
000680,defocus,0.0198421949990002
000681,defocus,0.002839706841089925
000682,defocus,0.01366700870581686
000683,motion,0.02320191643048503
000684,defocus,0.004137157453218471
000685,defocus,0.010339234814731736
000686,defocus,0.001643667927515213
000687,motion,0.002801295726145179
000688,motion,0.008862398028198989
000689,motion,0.0214492762835616
000690,defocus,0.020454194704830994
000691,defocus,0.00064753031449372
000692,motion,0.012608414290241645
000693,defocus,0.013844089504399111
000694,motion,0.0023258222147599047
000695,motion,0.004363202107081841
000696,defocus,0.002916646524800423
000697,defocus,0.0037213416561657376
000698,motion,0.022365075879079984
000699,motion,0.02048124284485816
000700,motion,0.004282793880765373
000701,defocus,0.0014127512569774726
000702,motion,0.0010414079000302028
000703,defocus,0.019172253323781367
000704,defocus,0.007170842822954039
000705,defocus,0.002560224141502388
000706,defocus,0.006982299056527582
000707,defocus,0.00232815767614474
000708,motion,0.020201341755595084
000709,defocus,0.015651263822552726
000710,defocus,0.017485637904227934
000711,motion,0.009947270097333791
000712,motion,0.007731490532106023
000713,motion,0.024371002234948477
000714,motion,0.01512918236129013
000715,defocus,0.011934380307249696
000716,motion,0.01463646956535165
000717,motion,0.004284945825959901
000718,motion,0.0006468834176254104
000719,defocus,0.014737773652146173
000720,defocus,0.013297033324605476
000721,motion,0.02508915437756578
000722,motion,0.009821625685951945
000723,defocus,0.02604782619670119
000724,motion,0.016228378775783026
000725,motion,0.024470241539632908
000726,defocus,0.012105241284439364
000727,defocus,0.02573134738118724
000728,defocus,0.01142053881324637
000729,defocus,0.018661100816911295
000730,defocus,0.011934883238206668
000731,defocus,0.005471614313723166
000732,defocus,0.005712170157482478
000733,motion,0.004858071882440887
000734,motion,0.01847216201673243
000735,motion,0.014285144603365878
000736,motion,0.02699294821182047
000737,defocus,0.00431133754513018
000738,defocus,0.0019065846707872517
000739,defocus,0.021735382009346757
000740,defocus,0.013811105854387485
000741,motion,0.016247271124668148
000742,defocus,0.004108729275415007
000743,defocus,0.0007067450115918032
000744,defocus,0.009079099586997963
000745,defocus,0.013257674155746486
000746,defocus,0.021500020801358464
000747,defocus,0.010810772014371759
000748,motion,0.020313096900376335
000749,defocus,0.02417874573658436
000750,defocus,0.025509966421317296
000751,defocus,0.014509066742718037
000752,motion,0.01868844701873495
000753,motion,0.02073554570383
000754,defocus,0.011915347392930726
000755,defocus,0.004564100369741767
000756,defocus,0.01483808198278005
000757,motion,0.01945601555452261
000758,defocus,0.02266140304162248
000759,motion,0.02322569165608931
000760,defocus,0.0240412988354331
000761,defocus,0.02713865304889123
000762,motion,0.026958602365478673
000763,defocus,0.0023698950579868557
000764,motion,0.0028132543301633756
000765,defocus,0.0071335844536594435
000766,motion,0.01783021920146619
000767,motion,0.018905332081916863
000768,defocus,0.020226734275205185
000769,motion,0.0032741258533477975
000770,defocus,0.006428986556136239
000771,defocus,0.009019227594315175
000772,motion,0.014466305273457238
000773,defocus,0.0059177660868818495
000774,defocus,0.004574317074993806
000775,motion,0.01911579229993121
000776,motion,0.0111231593479803
000777,motion,0.01394740896487322
000778,defocus,0.0071466620037065436
000779,motion,0.026465722934698236
000780,motion,0.006620189668701854
000781,motion,0.005209573036444237
000782,motion,0.022230597064847278
000783,defocus,0.018178005852696043
000784,defocus,0.020157887764963807
000785,motion,0.0021665311255655373
000786,defocus,0.0214056611685413
000787,defocus,0.012909192340738224
000788,defocus,0.02005175100170123
000789,defocus,0.020209235852472394
000790,defocus,0.0009435690676831243
000791,motion,0.007292685749026548
000792,motion,0.023762214654956156
000793,motion,0.006934928930893901
000794,defocus,0.013145085136882445
000795,defocus,0.018694223754614468
000796,defocus,0.005601891782351827
000797,defocus,0.027435100464144088
000798,defocus,0.0028108391057968408
000799,motion,0.009218429785879135
000800,motion,0.014900245611380246
000801,defocus,0.006080720410835528
000802,motion,0.017443645335099248
000803,defocus,0.014428398193166282
000804,defocus,0.0031858447239910153
000805,defocus,0.012229162969513159
000806,motion,0.012197917924566029
000807,defocus,0.0009275118878820022
000808,defocus,0.01656552815005709
000809,motion,0.0006276260116382595
000810,defocus,0.016919697561216647
000811,defocus,0.00629812250506203
000812,defocus,0.020298897084649232
000813,motion,0.012634174368348862
000814,defocus,0.003167213606336179
000815,defocus,0.022192271565425165
000816,motion,0.0010387092948776738
000817,motion,0.00016750961702841343
000818,motion,0.013090145794744183
000819,motion,0.026778472360627845
000820,motion,0.018195125123271268
000821,defocus,0.002996306611026955
000822,motion,0.02119215311413619
000823,motion,0.024073641252000923
000824,defocus,0.026831061866776865
000825,motion,0.024925928000597408
000826,defocus,0.02196791053153593
000827,defocus,0.0067824617034482155
000828,motion,0.0066330150529812755
000829,defocus,0.0004341402003047441
000830,motion,0.014693985952211198
000831,motion,0.021186222493288123
000832,motion,0.023426464845959703
000833,motion,0.022787665839140745
000834,defocus,0.006285024714803537
000835,defocus,0.027377279819321088
000836,defocus,0.009339028185138855
000837,motion,0.005370615868487518
000838,motion,0.00787296545361369
000839,motion,0.02296365264554262
000840,motion,0.005694986188418252
000841,defocus,0.024363163691555383
000842,motion,0.015132243011892352
000843,defocus,0.00940100186829458
000844,motion,0.009026302315831744
000845,motion,0.021283229948009373
000846,defocus,0.022653792521276504
000847,defocus,0.008014121608148581
000848,motion,0.014911091152223187
000849,motion,0.015043552500259107
000850,defocus,0.02025601736523897
000851,motion,0.01228036136661543
000852,defocus,0.0038610200947266317
000853,defocus,0.007942857005795723
000854,motion,0.018075280438161753
000855,defocus,0.010562876160941228
000856,motion,0.01557669537894435
000857,motion,0.0009001889328654124
000858,motion,0.019604872327911936
000859,motion,0.004851510732602431
000860,defocus,0.019061736159374502
000861,motion,0.000582205715469413
000862,defocus,0.007616149766365324
000863,motion,0.010315472144126207
000864,motion,0.005461356153757289
000865,motion,0.01992642220659137
000866,motion,0.024854607588575505
000867,motion,0.021016674003791147
000868,motion,0.00032985524729406564
000869,motion,0.013210157277719289
000870,motion,0.0037742844253558644
000871,motion,0.008487785740303011
000872,defocus,0.013612313346490042
000873,motion,0.013829874369525996
000874,defocus,0.0017471007166215396
000875,defocus,0.01742360338930268
000876,defocus,0.024440151719870396
000877,motion,0.024115991187667083
000878,defocus,0.012399583805968877
000879,defocus,0.019174730037382137
000880,defocus,0.005715307876641177
000881,defocus,0.007801070511899766
000882,motion,0.01515189119696887
000883,motion,0.016768552722639864
000884,defocus,0.0068660703822429996
000885,defocus,0.00046604777397730616
000886,motion,0.006182733943181481
000887,defocus,0.02313971802150167
000888,motion,0.009816044756716165
000889,motion,0.006668344107044619
000890,defocus,0.006267313490914032
000891,motion,0.01249878528352118
000892,motion,0.011119632359231694
000893,defocus,0.009298990393419297
000894,defocus,0.0036105463238640823
000895,motion,0.02702035387378149
